"","X1","X2","MeanDecreaseAccuracy","MeanDecreaseGini"
"Beutenbergiaceae",0.1048068684434,-0.590954131922444,-0.206181457166255,0.0469173548989231
"Chrysiogenaceae",-1.0001000150025,-1.0001000150025,-1.41407577871538,0.0082124538573765
"Dysgonamonadaceae",-1.85634912085716,-1.9080124208064,-2.23245910834879,0.0426087791836445
"Clostridiales.Family.XIII..Incertae.Sedis",-2.69827547910096,-1.77374451635707,-3.12059762835258,0.0311729049021947
"Eggerthellaceae",0.846681041384893,-2.19998596016006,-0.819423236803198,0.0881207277299012
"Fimbriimonadaceae",-1.56748418357702,-0.0365819756611544,-1.20744772262231,0.0305995029921473
"Dictyoglomaceae",-0.57378419176394,-0.258317542831302,-0.569564114835691,0.048486206088538
"Desulfuromonadaceae",0.118284677456308,-1.83253038915518,-1.23456334909862,0.105412222668319
"Dermabacteraceae",-1.48477250041908,-2.34409270604097,-2.10626977086015,0.0372792446301021
"Coriobacteriaceae",-0.503393133627665,0.664234046804595,0.170843516790812,0.0166186556175759
"Methanosaetaceae",1.70013624346655,0.0852953148004236,1.20773482182368,0.129546595154302
"Pyrodictiaceae",1.0227214039992,-0.534271538589097,0.28331279640254,0.0176231532112116
"Halobacteroidaceae",-1.13579638715723,-0.108646872615586,-0.581584242134619,0.0543272790971168
